Stop #,Stop Name,Year,Day Type,Boardings,Alightings
541,MORTON ST @ NORFOLK ST,FY2018,Weekday,130,99
542,MORTON ST @ WILDWOOD ST,FY2018,Weekday,51,53
543,MORTON ST @ BLUE HILL AVE,FY2018,Weekday,673,292
545,MORTON ST @ CANTERBURY ST,FY2018,Weekday,142,51
546,MORTON ST @ SHATTUCK HOSPITAL,FY2018,Weekday,76,73
547,500 ARBORWAY,FY2018,Weekday,7,33
549,GENEVA AVE @ COLUMBIA RD,FY2018,Weekday,39,34
550,191 GENEVA AVE,FY2018,Weekday,16,23
551,GENEVA AVE OPP OLNEY ST,FY2018,Weekday,31,50
552,GENEVA AVE @ BOWDOIN ST,FY2018,Weekday,15,52
553,GENEVA AVE @ HOLIDAY ST,FY2018,Weekday,62,60
554,GENEVA AVE @ WESTVILLE ST,FY2018,Weekday,67,131
555,GENEVA AVE @ DAKOTA ST,FY2018,Weekday,13,39
556,GENEVA AVE @ TONAWANDA ST,FY2018,Weekday,8,139
557,452 GENEVA AVE OPP BLOOMFIELD,FY2018,Weekday,49,3
558,GENEVA AVE @ WESTVILLE ST,FY2018,Weekday,68,19
559,GENEVA AVE @ TOPLIFF ST,FY2018,Weekday,116,30
560,GENEVA AVE @ HOLIDAY ST,FY2018,Weekday,50,31
561,GENEVA AVE @ LEVANT ST,FY2018,Weekday,51,44
562,GENEVA AVE @ BOWDOIN ST,FY2018,Weekday,45,16
563,GENEVA AVE @ OLNEY ST,FY2018,Weekday,64,30
564,198 GENEVA AVE,FY2018,Weekday,20,16
565,GENEVA AVE @ COLUMBIA RD,FY2018,Weekday,29,37
566,GENEVA AVE @ COLUMBIA RD,FY2018,Weekday,16,16
567,GENEVA AVE @ JEREMIAH BURKE H,FY2018,Weekday,8,20
568,GENEVA AVE @ BLUE HILL AVE,FY2018,Weekday,9,38
569,DORCHESTER AVE @ VALLEY RD,FY2018,Weekday,20,32
570,DORCHESTER AVE @ ST GREGORY S,FY2018,Weekday,2,33
571,DORCHESTER AVE @ WASHINGTON S,FY2018,Weekday,18,32
572,RIVER ST @ WASHINGTON ST,FY2018,Weekday,21,35
573,RIVER ST @ TEMPLE ST,FY2018,Weekday,6,13
574,RIVER ST @ CEDAR ST,FY2018,Weekday,14,14
575,RIVER ST @ STANDARD ST,FY2018,Weekday,29,28
576,RIVER ST OPP DUXBURY RD,FY2018,Weekday,10,13
577,RIVER ST OPP LEAHAVEN RD,FY2018,Weekday,27,19
578,RIVER ST @ NEWCROFT CIRCLE,FY2018,Weekday,8,20
579,RIVER ST @ GLADESIDE AVE,FY2018,Weekday,3,9
580,RIVER ST @ FREMONT ST,FY2018,Weekday,2,13
583,RIVER ST OPP GLADESIDE AVE,FY2018,Weekday,4,1
584,308 RIVER ST OPP NEWCROFT CIR,FY2018,Weekday,22,10
585,RIVER ST @ LEAHAVEN RD,FY2018,Weekday,23,17
586,RIVER ST @ MEADOWBANK AVE,FY2018,Weekday,10,5
587,168 RIVER ST OPP STANDARD ST,FY2018,Weekday,47,31
588,RIVER ST OPP CEDAR ST,FY2018,Weekday,17,16
589,RIVER ST OPP TEMPLE ST,FY2018,Weekday,15,10
590,RIVER ST @ WASHINGTON ST,FY2018,Weekday,32,17
591,DORCHESTER AVE OPP ADIRONDACK,FY2018,Weekday,88,22
593,DORCHESTER AVE OPP ST GREGORY,FY2018,Weekday,33,4
594,OPP 2165 DORCHESTER AVE,FY2018,Weekday,11,13
595,DORCHESTER AVE OPP VALLEY RD,FY2018,Weekday,55,17
596,3867 WASHINGTON ST OPP TOLLGA,FY2018,Weekday,38,27
597,WASHINGTON ST @ LOCHDALE RD,FY2018,Weekday,84,148
598,WASHINGTON ST @ ARCHDALE RD,FY2018,Weekday,160,273
599,WASHINGTON ST @ MOSGROVE AVE,FY2018,Weekday,53,95
600,WASHINGTON ST OPP GRANFIELD A,FY2018,Weekday,79,207
601,WASHINGTON ST @ SOUTH ST,FY2018,Weekday,109,229
602,SOUTH ST @ TAFT HILL TERR,FY2018,Weekday,222,540
603,WASHINGTON ST @ ALBANO ST,FY2018,Weekday,27,81
604,WASHINGTON ST @ METROPOLITAN,FY2018,Weekday,37,88
605,WASHINGTON ST @ CORNELL ST,FY2018,Weekday,20,110
606,WASHINGTON ST @ BEECH ST,FY2018,Weekday,33,213
607,WASHINGTON ST @ LISZT ST,FY2018,Weekday,48,279
608,WASHINGTON ST @ W ROXBURY PKW,FY2018,Weekday,29,79
609,WASHINGTON ST @ LAGRANGE ST,FY2018,Weekday,8,34
610,WASHINGTON ST @ COWING ST,FY2018,Weekday,4,37
611,WASHINGTON ST @ MAPLEWOOD ST,FY2018,Weekday,5,49
612,WASHINGTON ST @ HERON ST,FY2018,Weekday,7,25
613,WASHINGTON ST @ WEYMOUTH AVE,FY2018,Weekday,9,62
614,WASHINGTON ST @ ROCKINGHAM AV,FY2018,Weekday,3,93
615,WASHINGTON ST OPP DESOTO RD,FY2018,Weekday,32,196
616,WASHINGTON ST @ GROVE ST,FY2018,Weekday,27,125
618,WASHINGTON ST @ TOBIN RD,FY2018,Weekday,24,171
619,WASHINGTON ST @ MESHAKA ST,FY2018,Weekday,148,20
620,WASHINGTON ST @ BIRCHWOOD ST,FY2018,Weekday,20,3
621,WASHINGTON ST @ GROVE ST,FY2018,Weekday,87,8
622,WASHINGTON ST @ DESOTO RD,FY2018,Weekday,201,17
623,WASHINGTON ST OPP ROCKINGHAM,FY2018,Weekday,67,9
624,WASHINGTON ST @ WOODLEY AVE,FY2018,Weekday,72,8
625,WASHINGTON ST @ W BOUNDARY RD,FY2018,Weekday,61,22
626,WASHINGTON ST OPP MAPLEWOOD S,FY2018,Weekday,41,5
627,WASHINGTON ST OPP COWING ST,FY2018,Weekday,45,3
628,WASHINGTON ST @ LAGRANGE ST,FY2018,Weekday,30,2
629,WASHINGTON ST OPP SCHUBERT ST,FY2018,Weekday,144,49
630,WASHINGTON ST @ BLUE LEDGE DR,FY2018,Weekday,172,18
631,WASHINGTON ST @ BEECH ST,FY2018,Weekday,246,24
632,WASHINGTON ST @ CORNELL ST,FY2018,Weekday,126,13
633,WASHINGTON ST @ METROPOLITAN,FY2018,Weekday,49,17
634,WASHINGTON ST @ ALBANO ST,FY2018,Weekday,58,17
635,WASHINGTON ST @ POPLAR ST.,FY2018,Weekday,104,236
636,WASHINGTON ST @ CUMMINS HWY,FY2018,Weekday,747,334
637,WASHINGTON ST @ FIRTH RD,FY2018,Weekday,247,73
638,WASHINGTON ST @ GRANFIELD AVE,FY2018,Weekday,254,64
639,WASHINGTON ST @ WHIPPLE AVE,FY2018,Weekday,122,42
640,WASHINGTON ST @ ARCHDALE RD,FY2018,Weekday,302,135
641,WASHINGTON ST @ ALDWIN RD,FY2018,Weekday,171,67
642,WASHINGTON ST @ TOLLGATE WAY,FY2018,Weekday,19,64
730,FRANKLIN ST @ SIDNEY ST,FY2018,Weekday,360,275
763,STIMSON ST @ WASHINGTON ST,FY2018,Weekday,34,7
764,85 STIMSON ST,FY2018,Weekday,7,1
765,2550 CENTRE ST,FY2018,Weekday,27,2
766,2508 CENTRE ST,FY2018,Weekday,5,0
767,CENTRE ST @ LINDEN RD,FY2018,Weekday,16,0
768,CENTRE ST OPP NORTHDALE RD,FY2018,Weekday,17,1
769,CENTRE ST OPP GLENHAVEN RD,FY2018,Weekday,21,3
770,CENTRE ST @ WEDGEMERE RD,FY2018,Weekday,13, -   
771,CENTRE ST OPP BRONX RD,FY2018,Weekday,6,0
772,CENTRE ST OPP CASS ST,FY2018,Weekday,27,3
773,CENTRE ST @ BOGANDALE RD,FY2018,Weekday,2,1
774,SPRING ST @ CHARLES RIVER LOO,FY2018,Weekday,162,5
775,SPRING ST @ GOULD ST,FY2018,Weekday,31,1
776,SPRING ST @ CYPRESS ST,FY2018,Weekday,51,2
777,SPRING ST @ BAKER ST,FY2018,Weekday,74,3
778,SPRING ST @ SUMMER ST,FY2018,Weekday,29,3
779,SPRING ST @ CENTRE ST,FY2018,Weekday,14,4
780,CENTRE ST @ SAINT THERESA AVE,FY2018,Weekday,133,21
781,CENTRE ST @ LAGRANGE ST,FY2018,Weekday,115,13
782,CENTRE ST OPP MT VERNON ST,FY2018,Weekday,87,25
783,CENTRE ST @ PARK ST,FY2018,Weekday,53,11
784,CENTRE ST @ COREY ST,FY2018,Weekday,82,23
785,CENTRE ST @ WILLOW ST.,FY2018,Weekday,68,26
786,BELGRADE AVE @ CENTRE ST,FY2018,Weekday,128,26
787,BELGRADE AVE @ WEST ROXBURY P,FY2018,Weekday,29,2
788,BELGRADE AVE @ IONA ST,FY2018,Weekday,70,6
789,BELGRADE AVE @ REXHAME ST,FY2018,Weekday,41,5
790,BELGRADE AVE @ ALDRICH ST,FY2018,Weekday,84,13
791,BELGRADE AVE @ WALWORTH ST,FY2018,Weekday,109,30
792,BELGRADE AVE @ PENFIELD ST,FY2018,Weekday,41,10
793,BELGRADE AVE @ PINEHURST ST,FY2018,Weekday,15,5
794,BELGRADE AVE @ CORINTH ST,FY2018,Weekday,43,48
795,CORINTH ST @ WASHINGTON ST,FY2018,Weekday,294,201
797,BELGRADE AVE @ ROBERT ST,FY2018,Weekday,135,128
798,BELGRADE AVE OPP PINEHURST ST,FY2018,Weekday,6,16
799,BELGRADE AVE OPP PENFIELD ST,FY2018,Weekday,11,41
800,BELGRADE AVE @ WALWORTH ST,FY2018,Weekday,29,121
801,BELGRADE AVE OPP ALDRICH ST,FY2018,Weekday,14,71
802,277 BELGRADE AVE OPP REXHAME,FY2018,Weekday,4,37
803,BELGRADE AVE @ MCGRAW ST,FY2018,Weekday,9,63
804,BELGRADE AVE @ WEST ROXBURY P,FY2018,Weekday,11,43
805,BELGRADE AVE @ CENTRE ST,FY2018,Weekday,46,135
806,CENTRE ST @ WILLOW ST,FY2018,Weekday,33,101
807,CENTRE ST @ COREY ST,FY2018,Weekday,31,110
808,CENTRE ST OPP BELLEVUE ST,FY2018,Weekday,38,138
810,OPP 2000 CENTRE ST,FY2018,Weekday,20,114
811,CENTRE ST @ SPRING ST,FY2018,Weekday,15,25
812,SPRING ST @ TEMPLE ST,FY2018,Weekday,5,38
813,SPRING ST OPP SUMMER ST,FY2018,Weekday,6,33
814,SPRING ST @ GARDNER ST,FY2018,Weekday,3,113
815,SPRING ST @ BAKER ST,FY2018,Weekday,18,86
816,SPRING ST @ MOVILLE ST,FY2018,Weekday,2,33
817,SPRING ST @ VA HOSPITAL,FY2018,Weekday,4,96
818,SPRING STREET OPP CHARLES RIV,FY2018,Weekday,2,66
820,CHARLES RIVER LOOP,FY2018,Weekday,5,53
821,CENTRE ST @ LORETTE ST,FY2018,Weekday,22,110
822,CENTRE ST @ AUTUMN ST,FY2018,Weekday,1,7
823,CENTRE ST @ CASS ST,FY2018,Weekday,1,35
824,CENTRE ST @ BRONX RD,FY2018,Weekday,1,12
825,CENTRE ST OPP WEDGEMERE RD,FY2018,Weekday,0,15
826,CENTRE ST @ GLENHAVEN RD,FY2018,Weekday,3,19
827,CENTRE ST @ NORTHDALE RD,FY2018,Weekday,1,22
828,CENTRE ST @ FAIRLANE RD,FY2018,Weekday,0,14
829,2519 CENTRE ST,FY2018,Weekday,1,4
830,STIMSON ST @ CENTRE ST,FY2018,Weekday,1,28
831,80 STIMSON ST,FY2018,Weekday, -   ,7
832,STIMSON ST @ WASHINGTON ST,FY2018,Weekday,2,41
833,BAKER ST @ LASELL ST,FY2018,Weekday,6,2
834,LASELL ST @ TEMPLE ST,FY2018,Weekday,4,1
835,LASELL ST @ PERHAM ST,FY2018,Weekday,8,2
836,83 LASELL ST OPP ATLANTIS ST,FY2018,Weekday,3,1
837,LASELL ST @ LAGRANGE ST,FY2018,Weekday,10,1
838,LAGRANGE ST @ VERMONT ST,FY2018,Weekday,14, -   
839,LAGRANGE ST @ BURARD ST,FY2018,Weekday,7, -   
840,LAGRANGE ST @ PENDER ST,FY2018,Weekday,11,0
841,LAGRANGE ST @ VIRGIL RD,FY2018,Weekday,2, -   
842,LAGRANGE ST @ WESTMOUNT AVE,FY2018,Weekday,6,0
843,LAGRANGE ST @ DENT ST,FY2018,Weekday,3,1
844,LAGRANGE ST @ CENTRE ST,FY2018,Weekday,0,3
845,LAGRANGE ST OPP DENT ST,FY2018,Weekday,2,10
846,LAGRANGE ST @ WESTMOUNT AVE,FY2018,Weekday,1,4
847,LAGRANGE ST OPP VIRGIL ST,FY2018,Weekday, -   ,2
848,LAGRANGE ST OPP PENDER ST,FY2018,Weekday, -   ,11
849,LAGRANGE ST OPP BURARD ST,FY2018,Weekday,0,8
850,LAGRANGE ST @ VERMONT ST,FY2018,Weekday,0,23
851,VERMONT ST @ CARROLL ST,FY2018,Weekday,0,7
852,VERMONT ST @ TEMPLE ST,FY2018,Weekday,2,8
853,VERMONT ST @ BAKER ST,FY2018,Weekday,49,57
854,MASSACHUSETTS AVE @ HARRISON,FY2018,Weekday,344,"1,113"
855,MASSACHUSETTS AVE @ ALBANY ST,FY2018,Weekday,267,76
856,MASSACHUSETTS AVE @ ALBANY ST,FY2018,Weekday,260,342
875,FOREST HILLS STATION LOWER BU,FY2018,Weekday,"9,756","10,197"
879,L ST @ BROADWAY,FY2018,Weekday,34,654
880,L ST @ E 2ND ST,FY2018,Weekday,23,114
882,DORCHESTER AVE @ RICHMOND ST,FY2018,Weekday,47,5
883,DORCHESTER AVE @ RICHMOND ST,FY2018,Weekday,12,84
884,SUMMER ST @ E 1ST ST,FY2018,Weekday,181,2
885,SUMMER ST @ E 1ST ST,FY2018,Weekday,22,138
886,L ST @ BROADWAY,FY2018,Weekday,652,45
888,SUMMER ST @ MELCHER ST,FY2018,Weekday,91,36
889,SUMMER ST OPP WTC AVE,FY2018,Weekday,69,178
890,SUMMER ST @ WTC AVE,FY2018,Weekday,114,96
891,SUMMER ST OPP MELCHER ST,FY2018,Weekday,30,146
892,SUMMER ST @ DORCHESTER AVE,FY2018,Weekday,31,"1,265"
895,E BROADWAY @ N ST,FY2018,Weekday,491,2
896,E BROADWAY @ M ST,FY2018,Weekday,274,2
899,KENMORE STATION BUSWAY,FY2018,Weekday,"3,040","3,554"
900,WATERTOWN YARD,FY2018,Weekday,"1,430","1,467"
902,GALEN ST @ BOYD ST,FY2018,Weekday,142,2
903,WASHINGTON ST @ BACON ST,FY2018,Weekday,622,627
904,PARK ST @ ELMWOOD ST,FY2018,Weekday,19,4
905,TREMONT ST OPP HIBBARD RD,FY2018,Weekday,17,1
906,TREMONT ST @ WAVERLEY AVE,FY2018,Weekday,20,4
907,TREMONT ST @ PEMBROKE ST,FY2018,Weekday,22,114
909,TREMONT ST @ CUFFLIN ST,FY2018,Weekday,75,55
910,TREMONT ST @ TREMONT PL,FY2018,Weekday,38,17
912,TREMONT ST @ WASHINGTON ST,FY2018,Weekday,84,161
913,WASHINGTON ST @ BRECK AVE,FY2018,Weekday,405,83
914,WASHINGTON ST OPP MONTFERN AV,FY2018,Weekday,197,96
916,WASHINGTON ST @ LAKE ST,FY2018,Weekday,324,172
917,WASHINGTON ST @ FOSTER ST,FY2018,Weekday,179,110
918,WASHINGTON ST @ CHESTNUT HILL,FY2018,Weekday,241,217
919,WASHINGTON ST OPP WALDO TERR,FY2018,Weekday,284,106
920,CAMBRIDGE ST @ WASHINGTON ST,FY2018,Weekday,159,45
922,CAMBRIDGE ST OPP DUSTIN ST,FY2018,Weekday,344,55
924,CAMBRIDGE ST @ GORDON ST,FY2018,Weekday,134,58
925,CAMBRIDGE ST @ BARROWS ST,FY2018,Weekday,206,117
926,BRIGHTON AVE @ CAMBRIDGE ST,FY2018,Weekday,629,307
927,BRIGHTON AVE @ ALLSTON ST,FY2018,Weekday,364,225
928,BRIGHTON AVE @ HARVARD AVE,FY2018,Weekday,512,292
929,BRIGHTON AVE @ LINDEN ST,FY2018,Weekday,289,50
931,BRIGHTON AVE @ COMM AVE,FY2018,Weekday,292,115
933,COMMONWEALTH AVE @ BABCOCK ST,FY2018,Weekday,148,82
934,COMMONWEALTH AVE @ PLEASANT S,FY2018,Weekday,83,103
935,COMMONWEALTH AVE @ ST PAUL ST,FY2018,Weekday,75,92
937,COMMONWEALTH AVE @ CARLTON ST,FY2018,Weekday,20,145
938,COMMONWEALTH AVE @ ST MARYS S,FY2018,Weekday,40,321
939,COMMONWEALTH AVE @ HINSDALE S,FY2018,Weekday,21,179
941,COMMONWEALTH AVE @ BLANDFORD,FY2018,Weekday,10,298
951,COMMONWEALTH AVE @ SILBER WAY,FY2018,Weekday,337,9
952,COMMONWEALTH AVE @ GRANBY ST,FY2018,Weekday,209,10
953,COMMONWEALTH AVE @ ST MARYS S,FY2018,Weekday,289,18
954,COMMONWEALTH AVE @ UNIVERSITY,FY2018,Weekday,200,17
956,COMMONWEALTH AVE @ BUICK ST,FY2018,Weekday,189,135
958,COMMONWEALTH AVE @ BABCOCK ST,FY2018,Weekday,121,141
959,1079 COMMONWEALTH AVE,FY2018,Weekday,128,156
960,19 BRIGHTON AVE,FY2018,Weekday,97,79
962,BRIGHTON AVE @ LINDEN ST,FY2018,Weekday,82,320
964,BRIGHTON AVE OPP QUINT AVE,FY2018,Weekday,681,692
966,CAMBRIDGE ST @ N BEACON ST,FY2018,Weekday,298,447
967,CAMBRIDGE ST @ SAUNDERS ST,FY2018,Weekday,65,99
969,CAMBRIDGE ST @ DUSTIN ST,FY2018,Weekday,21,573
970,CAMBRIDGE ST @ SPARHAWK ST,FY2018,Weekday,77,183
971,CAMBRIDGE ST @ ELKO ST,FY2018,Weekday,22,134
972,WASHINGTON ST @ WALDO TERR,FY2018,Weekday,129,188
973,WASHINGTON ST @ MARKET ST,FY2018,Weekday,236,246
974,WASHINGTON ST @ FOSTER ST,FY2018,Weekday,158,250
975,WASHINGTON ST @ BROCK ST,FY2018,Weekday,208,308
977,WASHINGTON ST @ MONTFERN AVE,FY2018,Weekday,142,263
979,TREMONT ST @ WASHINGTON ST,FY2018,Weekday,136,131
981,TREMONT ST OPP TREMONT PL,FY2018,Weekday,32,66
982,TREMONT ST OPP CUFFLIN ST,FY2018,Weekday,63,66
983,TREMONT ST @ PLAYSTEAD RD,FY2018,Weekday,21,21
985,TREMONT ST @ WAVERLEY AVE,FY2018,Weekday,42,32
986,TREMONT ST @ HIBBARD RD,FY2018,Weekday,24,55
987,PARK ST @ TREMONT ST,FY2018,Weekday,33,41
988,CENTRE ST @ JEFFERSON ST,FY2018,Weekday,12,301
989,GALEN ST @ MAPLE ST,FY2018,Weekday,8,255
992,GROVE ST OPP ALTAIR RD,FY2018,Weekday, -   , -   
993,GROVE ST @ OVERLOOK RD,FY2018,Weekday, -   ,0
994,WINSHIP ST @ UNION ST,FY2018,Weekday,111,37
1026,CHESTNUT HILL AVE @ VERONICA,FY2018,Weekday,290,211
1027,CHESTNUT HILL AVE @ ENGLEWOOD,FY2018,Weekday,156,3
1028,CHESTNUT HILL AVE @ COMMONWEA,FY2018,Weekday,37,6
1029,CHESTNUT HILL AVE @ COMMONWEA,FY2018,Weekday,44,6
1030,CHESTNUT HILL AVE @ STRATHMOR,FY2018,Weekday,80,9
1031,CHESTNUT HILL AVE @ CHISWICK,FY2018,Weekday,81,14
1032,CHESTNUT HILL AVE OPP WILTSHI,FY2018,Weekday,48,10
1033,CHESTNUT HILL AVE @ WALLINGFO,FY2018,Weekday,41,10
1034,CHESTNUT HILL AVE @ UNION ST,FY2018,Weekday,60,10
1035,MARKET ST @ WASHINGTON ST,FY2018,Weekday,184,41
1036,MARKET ST @ SPARHAWK ST,FY2018,Weekday,99,20
1038,MARKET ST @ GARDENA ST,FY2018,Weekday,87,37
1039,MARKET ST @ N BEACON ST,FY2018,Weekday,83,27
1040,MARKET ST @ GUEST ST,FY2018,Weekday,98,28
1041,MARKET ST @ CENTOLA ST,FY2018,Weekday,8,14
1042,MARKET ST @ LOTHROP ST,FY2018,Weekday,9,10
1043,WESTERN AVE @ MACKIN ST,FY2018,Weekday,121,135
1044,WESTERN AVE @ RICHARDSON ST,FY2018,Weekday,42,8
1045,450 WESTERN AVE,FY2018,Weekday,54,13
1046,WESTERN AVE @ LITCHFIELD ST,FY2018,Weekday,138,51
1049,WESTERN AVE @ EVERETT ST,FY2018,Weekday,214,107
1051,WESTERN AVE @ TRAVIS ST,FY2018,Weekday,44,59
1052,130 WESTERN AVE,FY2018,Weekday,18,8
1053,WESTERN AVE @ GENZYME,FY2018,Weekday,21,12
1055,RIVER ST OPP BLACKSTONE ST,FY2018,Weekday,115,71
1056,RIVER ST @ FAIRMONT ST,FY2018,Weekday,20,22
1058,RIVER ST @ PLEASANT ST,FY2018,Weekday,2,12
1060,MAGAZINE ST @ GREEN ST,FY2018,Weekday,770,"1,298"
1061,WESTERN AVE @ KINNAIRD ST,FY2018,Weekday,26,7
1062,WESTERN AVE @ HOWARD ST,FY2018,Weekday,29,24
1064,WESTERN AVE @ PUTNAM AVE,FY2018,Weekday,92,100
1067,WESTERN AVE OPP GENZYME,FY2018,Weekday,14,47
1068,125 WESTERN AVE,FY2018,Weekday,11,23
1070,WESTERN AVE @ N HARVARD ST,FY2018,Weekday,163,63
1071,WESTERN AVE OPP RIVERDALE ST,FY2018,Weekday,66,71
1072,WESTERN AVE @ EVERETT ST,FY2018,Weekday,105,171
1074,367 WESTERN AVE OPP BRIGHTON,FY2018,Weekday,76,77
1075,WESTERN AVE OPP LITCHFIELD ST,FY2018,Weekday,41,92
1076,445 WESTERN AVE,FY2018,Weekday,8,22
1077,WESTERN AVE OPP RICHARDSON ST,FY2018,Weekday,182,141
1079,MARKET ST @ VINELAND ST,FY2018,Weekday,69,183
1081,MARKET ST OPP GARDENA ST,FY2018,Weekday,75,66
1082,MARKET ST. OPP. MAPLETON ST.,FY2018,Weekday, -   , -   
1083,MARKET ST @ ARLINGTON ST,FY2018,Weekday,27,95
1084,CHESTNUT HILL AVE @ WASHINGTO,FY2018,Weekday,86,252
1085,CHESTNUT HILL AVE @ ACADEMY H,FY2018,Weekday,18,61
1086,CHESTNUT HILL AVE @ JACKSON A,FY2018,Weekday,13,45
1087,CHESTNUT HILL AVE @ WILTSHIRE,FY2018,Weekday,22,61
1088,CHESTNUT HILL AVE @ EMBASSY R,FY2018,Weekday,15,68
1089,CHESTNUT HILL AVE @ SOUTH ST,FY2018,Weekday,14,80
1090,CHESTNUT HILL AVE @ COMMONWEA,FY2018,Weekday,8,112
1092,CHESTNUT HILL AVE @ BEACON ST,FY2018,Weekday,1,142
1093,FANEUIL ST @ BRACKETT ST,FY2018,Weekday,31,1
1094,FANEUIL ST @ FAIRBANKS ST,FY2018,Weekday,27,0
1095,FANEUIL ST @ OAKLAND ST,FY2018,Weekday,37,0
1096,FANEUIL ST OPP BOTHWELL RD,FY2018,Weekday,8,1
1097,FANEUIL ST @ S HOBART ST,FY2018,Weekday,28,3
1098,HOBART ST @ FALKLAND ST,FY2018,Weekday,19,0
1100,HOBART ST @ BROOKS ST,FY2018,Weekday,62,3
1102,N BEACON ST @ PARSONS ST,FY2018,Weekday,19,2
1103,N BEACON ST @ GOODENOUGH ST,FY2018,Weekday,4,1
1104,N BEACON ST OPP VINELAND ST,FY2018,Weekday,113,7
1105,N BEACON @ MARKET ST,FY2018,Weekday,48,11
1107,N BEACON ST @ ETNA ST,FY2018,Weekday,86,16
1108,CHESTNUT HILL AVE OPP VERONIC,FY2018,Weekday, -   ,0
1109,N BEACON ST @ SAUNDERS ST,FY2018,Weekday,2,1
1110,N BEACON ST @ CAMBRIDGE ST,FY2018,Weekday,48,68
1111,CAMBRIDGE ST OPP HANO ST,FY2018,Weekday,321,351
1112,CAMBRIDGE ST @ HARVARD AVE,FY2018,Weekday,121,39
1113,CAMBRIDGE ST @ LINDEN ST,FY2018,Weekday,194,33
1114,CAMBRIDGE ST @ N HARVARD ST,FY2018,Weekday,30,7
1115,CAMBRIDGE ST @ SEATTLE ST,FY2018,Weekday,11,3
1116,CAMBRIDGE ST @ MASS PIKE EXIT,FY2018,Weekday,2,2
1117,PUTNAM AVE @ ALLSTON ST,FY2018,Weekday,5,4
1118,MAGAZINE ST @ PUTNAM AVE,FY2018,Weekday,25,5
1119,MAGAZINE ST @ ERIE ST,FY2018,Weekday,11,5
1120,MAGAZINE ST @ MCTERNAN ST,FY2018,Weekday, -   ,4
1121,MAGAZINE ST @ PERRY ST,FY2018,Weekday,3,3
1122,MAGAZINE ST @ AUBURN ST,FY2018,Weekday,1,5
1123,GREEN ST @ MAGAZINE ST,FY2018,Weekday,"1,224",468
1125,MAGAZINE ST @ WILLIAM ST,FY2018,Weekday,48,2
1128,SOUTH ST @ SEDGWICK ST,FY2018,Weekday,184,83
1129,CENTRE ST @ SEAVERNS AVE,FY2018,Weekday,387,239
1130,CENTRE ST @ SAINT JOHN ST,FY2018,Weekday,191,43
1132,CENTRE ST @ ROBINWOOD AVE,FY2018,Weekday,182,124
1134,CENTRE ST @ PAUL GORE ST,FY2018,Weekday,17,6
1135,CENTRE ST @ SHERIDAN ST,FY2018,Weekday,22,8
1136,CENTRE ST @ WYMAN ST,FY2018,Weekday,11,5
1137,CENTRE ST @ MOZART ST,FY2018,Weekday,13,20
1138,CENTRE ST @ ESTRELLA ST,FY2018,Weekday,11,26
1139,MT VERNON ST OPP HARBOR POINT,FY2018,Weekday, -   ,3
1140,CENTRE ST @ HIGHLAND ST,FY2018,Weekday,48,19
1141,CENTRE ST @ MARCELLA ST,FY2018,Weekday,3,2
1142,CENTRE ST @ CEDAR ST,FY2018,Weekday,10,4
1143,CENTRE ST @ LINWOOD ST,FY2018,Weekday,1,2
1144,CENTRE ST @ HIGHLAND AVE,FY2018,Weekday,16,10
1145,42A JOHN ELIOT SQ,FY2018,Weekday,39,15
1146,42 DUDLEY ST,FY2018,Weekday,1,4
1147,DUDLEY ST @ SHAWMUT AVE,FY2018,Weekday,2,15
1148,MALCOLM X BLVD @ SHAWMUT AVE,FY2018,Weekday,266,143
1149,205 ROXBURY ST,FY2018,Weekday,10,75
1150,CENTRE ST @ GARDNER ST,FY2018,Weekday,6,24
1151,CENTRE ST @ CEDAR ST,FY2018,Weekday,3,14
1152,CENTRE ST @ NEW HEATH ST,FY2018,Weekday,2,3
1153,CENTRE ST @ COLUMBUS AVE,FY2018,Weekday,1,9
1154,HEATH ST @ BROMLEY ST,FY2018,Weekday,1,4
1155,CENTRE ST @ BICKFORD ST,FY2018,Weekday,33,56
1156,CENTRE ST @ SUNNYSIDE ST,FY2018,Weekday,11,24
1158,CENTRE ST @ CREIGHTON ST,FY2018,Weekday,7,39
1159,CENTRE ST @ BARBARA ST,FY2018,Weekday,4,31
1160,S HUNTINGTON AVE @ MORAINE ST,FY2018,Weekday,149,315
1161,CENTRE ST @ LOCHSTEAD AVE,FY2018,Weekday,134,217
1164,CENTRE ST @ MYRTLE ST,FY2018,Weekday,74,316
1165,WASHINGTON ST @ W WALNUT PK,FY2018,Weekday,93,72
1166,WASHINGTON ST @ COBDEN ST,FY2018,Weekday,79,15
1167,WASHINGTON ST OPP DIMOCK ST,FY2018,Weekday,25,16
1168,WASHINGTON ST @ TOWNSEND ST,FY2018,Weekday,63,27
1169,WASHINGTON ST @ BRINTON ST,FY2018,Weekday,30,17
1170,WASHINGTON ST @ ML KING BLVD,FY2018,Weekday,20,19
1172,WASHINGTON ST @ DALE ST,FY2018,Weekday,25,22
1173,WASHINGTON ST OPP CEDAR ST,FY2018,Weekday,26,28
1174,WASHINGTON ST @ CIRCUIT TERR,FY2018,Weekday,15,11
1175,WASHINGTON ST @ ST JAMES ST,FY2018,Weekday,2,28
1178,WASHINGTON ST @ BARTLETT ST,FY2018,Weekday,11,4
1179,WASHINGTON ST @ GUILD ST,FY2018,Weekday,18,14
1180,WASHINGTON ST @ CEDAR ST,FY2018,Weekday,28,44
